Sub Status,city,state,american express/premium      ,american express/regular      ,discover/premium              ,discover/regular              ,other card/premium            ,other card/regular            ,store or retail/regular       ,visa/regular                  ,mastercard/regular            ,person 1: technology adoption ,person 1: health well being   ,act/int: wine lovers          ,act/int: do-it-yourselfers    ,act/int:home improve spenders ,act/int: hunting enthusiasts  ,buyer: laptop owners          ,buyer: security sys owners    ,buyer: coupon users           ,buyer: warehouse club members ,lifestyle: life ins policy    ,lifestyle: medical policy     ,lifestyle: medicare policy    ,act/int:video gamer           ,act/int:eats family restaurant,act/int:eats fast food        ,act/int: cat owners           ,act/int: dog owners           ,style: high freq domestic vac ,style: high freq foreign vac  
Active,CHARLOTTE,NC,U,Y,U,U,U,Y,U,Y,Y,3,2,25,71,18,21,77,3,60,24,2,14,39,98,39,98,70,87,18,28
Expired/Cancelled,LA GRANGE,IL,U,U,U,Y,U,Y,U,Y,U,4,2,25,78,55,48,86,50,20,15,12,11,36,98,71,98,65,98,7,1
Expired/Cancelled,HARAHAN,LA,U,Y,U,U,U,Y,U,Y,Y,2,1,25,69,20,27,83,32,75,10,1,1,11,99,94,99,57,87,27,23
Expired/Cancelled,AIKEN,SC,,,,,,,,,,1,4,25,36,9,63,33,28,49,15,23,30,99,90,84,82,60,54,15,11
Active,SAN FRANCISCO,CA,U,Y,U,U,U,U,U,Y,U,4,4,25,30,7,30,50,20,37,6,10,2,21,90,67,90,50,59,6,2
Expired/Cancelled,DULUTH,GA,U,U,U,U,U,Y,U,U,Y,2,4,25,27,16,5,37,30,48,61,32,30,99,40,70,53,22,33,7,1
Active,TULSA,OK,U,Y,U,U,U,Y,U,U,U,4,2,25,70,17,23,85,21,59,26,3,4,7,99,97,99,57,86,18,29
Active,FOUNTAIN HILLS,AZ,U,U,U,U,U,U,Y,U,Y,4,4,25,35,8,15,39,28,36,23,32,31,67,64,52,86,73,52,18,11
Active,LOS ANGELES,CA,U,U,U,U,U,U,U,Y,U,1,4,25,35,69,29,10,47,26,14,40,34,99,63,68,46,49,40,18,26
Active,SEMINOLE,FL,U,U,U,U,Y,Y,U,Y,Y,3,4,25,72,20,25,62,30,49,26,11,17,59,82,95,98,86,86,16,6
Active,ATLANTIC CITY,NJ,U,Y,U,U,U,Y,U,Y,Y,4,3,25,44,33,41,51,67,57,46,32,40,44,81,41,98,17,28,53,41
Expired/Cancelled,THOUSAND OAKS,CA,U,U,U,U,U,Y,U,Y,Y,3,4,25,25,42,27,26,60,48,20,34,34,99,58,74,51,25,28,19,21
Active,INDIALANTIC,FL,U,Y,U,U,U,Y,Y,Y,U,4,2,25,71,20,15,89,34,70,13,9,7,11,99,62,99,54,86,28,23
Expired/Cancelled,SAN RAFAEL,CA,U,Y,U,Y,U,Y,U,Y,Y,2,4,25,33,13,43,45,41,13,7,20,26,99,80,21,79,33,69,13,5
Expired/Cancelled,CARROLLTON,TX,,,,,,,,,,1,4,25,31,13,65,12,30,49,15,11,15,99,61,95,74,70,42,12,5
Active,AUSTIN,TX,U,Y,U,U,U,U,U,U,U,2,4,25,35,18,72,7,34,40,21,14,30,99,56,45,67,73,51,16,8
Active,ESTERO,FL,U,U,U,U,U,Y,U,U,U,3,2,25,74,22,29,55,5,59,18,11,10,39,92,52,97,80,87,2,3
Active,TALLAHASSEE,FL,U,U,U,U,U,U,U,U,U,3,4,25,48,35,83,32,46,48,49,46,57,99,75,89,78,50,60,5,16
Expired/Cancelled,NEW FAIRFIELD,CT,,,,,,,,,,3,4,25,32,49,80,33,41,46,25,60,64,99,10,60,19,84,11,19,13
Active,MARLTON,NJ,U,Y,U,U,U,Y,U,Y,Y,3,4,25,31,12,23,40,4,62,21,4,20,40,93,32,92,56,55,18,26
Expired/Cancelled,RICHARDSON,TX,U,U,U,U,U,U,U,U,U,1,1,25,23,21,26,42,30,32,38,26,29,99,6,44,33,63,72,20,14
Expired/Cancelled,BURLINGTON,KY,U,U,U,U,U,Y,U,U,Y,3,1,25,21,16,16,28,9,35,2,1,3,99,47,68,65,35,20,14,13
Active,HIGHLAND BEACH,FL,U,U,U,U,U,U,U,U,U,2,4,25,34,8,23,45,27,49,20,25,30,99,60,84,78,55,57,17,11
Active,HENDERSONVILLE,NC,U,Y,U,U,U,Y,U,Y,Y,4,2,25,30,11,21,54,3,60,20,2,14,34,86,38,88,39,59,17,26
Active,NEW YORK,NY,U,Y,U,Y,U,Y,U,Y,Y,2,4,25,88,74,91,13,89,75,48,63,56,99,79,88,65,56,97,17,16
Active,NORTH ATTLEBORO,MA,U,Y,U,U,U,Y,U,Y,Y,2,4,25,32,24,43,35,30,40,25,21,33,99,50,50,57,40,26,11,15
Active,ROSLYN,NY,U,Y,U,U,U,Y,U,U,Y,2,4,25,29,2,28,3,13,48,22,20,15,99,22,91,65,78,9,8,2
Active,TUCSON,AZ,U,U,U,U,U,Y,U,Y,Y,3,4,25,31,18,21,49,21,49,21,10,24,70,51,91,75,70,22,15,12
Active,MASSAPEQUA PK,NY,U,Y,U,U,U,Y,U,Y,U,2,3,25,30,32,49,10,2,34,24,18,19,99,29,44,23,50,32,7,27
Active,BELLEVUE,WA,U,U,U,U,U,Y,U,Y,Y,2,4,25,78,55,48,86,50,20,15,12,11,36,98,71,98,65,98,7,1
Active,SCOTTSDALE,AZ,U,U,U,U,U,Y,U,Y,U,2,4,25,37,25,8,50,46,36,64,62,52,89,52,51,79,24,57,18,11
Active,BALDWIN,MD,,,,,,,,,,1,4,25,30,19,31,22,16,37,22,40,19,99,29,70,64,65,54,6,2
Active,EDMOND,OK,U,U,U,U,U,Y,U,Y,Y,2,5,25,35,36,28,34,3,19,7,26,33,99,14,45,4,46,6,12,26
Active,WASHINGTON,MI,U,Y,U,U,U,U,U,Y,Y,3,3,25,31,20,24,33,23,54,26,31,25,99,24,84,60,44,48,5,2
Expired/Cancelled,GOLDEN,CO,U,Y,U,U,U,Y,U,Y,Y,2,4,25,31,31,37,20,36,40,5,6,15,99,33,47,36,54,15,21,8
Expired/Cancelled,WOODBRIDGE,VA,U,Y,U,U,U,Y,U,Y,U,2,4,25,12,4,24,29,34,44,14,20,26,99,10,68,24,62,12,19,11
Active,PEORIA,AZ,,,,,,,,,,1,4,25,26,4,15,30,18,35,16,11,17,99,23,73,59,56,9,16,6
Expired/Cancelled,SNOHOMISH,WA,U,U,U,U,U,Y,U,Y,Y,4,4,25,70,12,30,80,21,37,11,10,2,11,99,74,99,71,87,7,2
Active,FLAGLER BEACH,FL,U,Y,U,U,U,U,U,U,U,4,3,25,34,13,22,41,39,78,18,40,30,99,59,45,77,30,56,21,10
Expired/Cancelled,MELBOURNE BEACH,FL,U,U,U,U,U,U,U,U,U,4,3,25,34,8,23,45,27,49,20,25,30,99,60,84,78,55,57,17,11
Active,PALM BEACH GARDENS,FL,U,Y,U,U,U,U,U,Y,U,3,4,25,36,11,66,23,20,74,15,24,24,99,91,88,81,45,38,11,12
Active,SCOTTSDALE,AZ,U,U,U,U,U,Y,U,Y,Y,2,4,25,34,3,15,38,18,36,30,35,29,66,27,64,71,61,44,7,2
Expired/Cancelled,BROOMFIELD,CO,U,Y,U,U,U,U,U,U,U,1,3,25,34,24,24,33,31,49,27,62,49,14,21,87,44,71,55,18,12
Expired/Cancelled,HACKENSACK,NJ,U,Y,U,U,U,Y,U,Y,Y,2,3,25,30,7,30,50,20,37,6,10,2,19,90,67,90,50,59,6,2
Active,DANVILLE,CA,U,Y,U,U,Y,Y,U,Y,Y,2,4,25,27,7,30,25,25,37,6,12,4,99,78,65,81,21,50,6,2
Expired/Cancelled,OXFORD,MI,U,U,U,Y,U,Y,U,Y,Y,1,1,25,30,32,25,37,30,49,5,22,28,99,29,89,26,49,17,12,14
Expired/Cancelled,TUSTIN,CA,U,U,U,U,U,U,U,Y,U,0,0,25,73,4,64,88,33,16,22,27,33,33,98,33,98,67,79,17,4
Active,PARAMUS,NJ,,,,,,,,,,0,0,25,80,56,29,83,29,20,27,27,23,79,65,37,91,80,80,11,3
Expired/Cancelled,LUFKIN,TX,,,,,,,,,,0,0,25,59,65,96,37,38,29,36,61,36,99,79,77,59,73,89,18,14
Expired/Cancelled,MEADOWLAKES,TX,U,U,U,U,U,U,U,U,Y,0,0,25,34,11,57,55,15,63,44,14,16,7,98,85,95,40,60,12,26
Expired/Cancelled,SUISUN CITY,CA,U,U,U,U,U,Y,U,Y,Y,0,0,25,44,21,81,41,31,40,36,31,33,99,80,41,56,29,66,19,29
Active,NEWARK,CA,U,U,U,U,Y,Y,U,Y,U,3,4,24,36,57,28,44,24,35,24,30,23,99,49,72,68,41,64,10,3
Active,WHITE LAKE,MI,U,U,U,U,U,Y,U,U,Y,3,2,24,69,21,26,73,21,49,6,1,3,36,97,92,99,69,87,13,12
Active,NORTH HAVEN,CT,U,Y,U,U,U,Y,U,Y,Y,3,4,24,30,8,27,11,21,28,19,26,18,99,58,61,77,79,56,6,1
Expired/Cancelled,HADDON TOWNSHIP,NJ,U,Y,U,U,U,Y,U,Y,U,3,3,24,39,20,43,56,30,48,22,7,12,18,74,84,89,40,65,3,9
Expired/Cancelled,DELMAR,NY,U,Y,U,Y,U,Y,Y,Y,Y,3,3,24,30,11,23,55,21,59,21,3,4,5,90,97,90,32,52,16,29
Active,HERNDON,VA,U,Y,U,U,U,Y,U,Y,Y,2,3,24,1,26,24,32,45,44,15,23,11,99,82,52,78,44,31,16,6
Active,SILVER SPRING,MD,U,Y,U,U,U,Y,U,Y,Y,2,4,24,16,46,27,12,46,52,20,27,23,99,47,94,62,49,39,18,9
Expired/Cancelled,SANIBEL,FL,U,U,U,U,U,U,U,U,U,2,4,24,36,25,26,21,48,76,38,51,54,99,52,92,78,26,39,23,19
Expired/Cancelled,JAMESTOWN,NC,U,Y,U,Y,U,Y,U,Y,Y,3,3,24,31,20,35,19,10,18,1,2,14,49,73,32,77,52,55,17,10
Expired/Cancelled,INDIANAPOLIS,IN,U,U,U,U,U,Y,U,Y,U,3,2,24,39,20,43,56,30,48,22,7,12,18,74,84,89,40,65,3,9
Active,BIRMINGHAM,AL,U,Y,U,U,U,Y,U,Y,Y,1,2,24,75,38,23,70,50,74,48,54,37,52,83,91,98,72,88,29,23
Active,FISHERS,IN,U,U,U,U,U,U,U,U,U,3,2,24,26,20,28,53,30,49,3,1,1,21,78,94,82,45,22,16,6
Expired/Cancelled,SUNNY ISLES BEACH,FL,U,Y,U,U,U,Y,U,Y,U,2,3,24,21,24,17,29,22,44,10,14,12,99,30,58,33,49,3,11,2
Active,LAKE WORTH,FL,U,U,U,U,U,Y,U,U,U,1,3,24,42,22,31,59,54,36,34,51,50,99,39,65,81,37,63,16,16
Active,TRUSSVILLE,AL,U,Y,U,U,U,Y,U,Y,Y,3,2,24,26,12,29,53,30,49,2,1,1,5,90,94,89,44,51,14,5
Expired/Cancelled,HUNTSVILLE,AL,U,Y,Y,Y,Y,Y,U,Y,U,3,3,24,23,20,28,44,30,49,2,1,1,99,83,92,79,44,18,15,7
Active,SAINT PAUL,MN,U,U,U,U,U,U,U,Y,U,3,3,24,16,10,28,45,35,49,4,3,12,99,76,94,78,11,17,27,16
Active,CHANHASSEN,MN,U,U,U,U,U,Y,U,Y,Y,4,3,24,4,29,27,45,56,75,11,10,11,99,84,92,78,31,18,44,29
Active,EVANSTON,IL,U,U,U,U,U,Y,U,Y,U,4,3,24,98,74,46,57,80,57,63,60,51,89,81,87,97,93,99,11,6
Active,BURNSVILLE,MN,U,U,U,U,U,Y,U,Y,U,2,3,24,20,3,27,53,39,49,5,2,18,99,50,95,70,43,10,26,15
Expired/Cancelled,AUSTIN,TX,U,U,U,Y,U,Y,U,Y,Y,3,3,24,19,2,32,32,32,48,3,13,10,99,93,89,89,46,36,14,8
Active,CHINO HILLS,CA,U,Y,U,Y,U,U,U,Y,U,1,2,24,80,55,29,83,31,20,25,31,23,75,82,34,97,81,90,10,3
Active,LOS ANGELES,CA,U,U,U,U,U,Y,U,Y,U,3,2,24,79,52,46,64,40,73,47,28,30,76,54,90,87,81,95,13,14
Expired/Cancelled,BRADENTON,FL,U,U,U,U,U,Y,U,Y,Y,3,3,24,29,12,25,31,30,49,21,11,17,99,52,94,77,34,46,14,5
Expired/Cancelled,LA CANADA,CA,U,Y,U,Y,U,Y,U,Y,Y,3,4,24,31,9,31,49,14,48,3,6,6,24,96,88,93,51,39,6,1
Expired/Cancelled,GEORGETOWN,TX,U,Y,U,U,U,Y,Y,Y,Y,3,2,24,30,11,23,55,21,59,21,3,4,5,90,97,90,32,52,16,29
Expired/Cancelled,SAN JOSE,CA,U,U,U,U,U,Y,U,Y,Y,3,4,24,26,7,30,39,16,37,3,10,1,99,89,67,87,13,50,5,2
Expired/Cancelled,MOUNT PLEASANT,SC,U,Y,U,U,U,Y,U,Y,U,2,4,24,39,34,44,55,60,56,35,20,33,35,77,96,88,45,28,17,17
Active,HINCKLEY,OH,U,Y,U,U,U,Y,U,U,U,3,4,24,30,13,25,31,30,49,17,11,16,99,60,92,77,66,47,14,5
Active,WARRINGTON,PA,U,Y,U,U,U,Y,U,U,Y,3,4,24,16,10,28,45,35,49,4,3,12,99,76,94,78,11,17,27,16
Expired/Cancelled,ALGONAC,MI,U,Y,U,U,U,Y,U,U,U,4,4,24,83,52,82,73,49,69,62,46,57,81,93,64,97,52,87,14,63
Active,BELLEVILLE,IL,U,U,U,U,U,Y,U,Y,U,3,3,24,30,13,25,31,30,49,17,11,16,99,60,92,77,66,47,14,5
Expired/Cancelled,WOLFEBORO,NH,U,Y,U,U,U,Y,U,Y,Y,3,4,24,27,7,30,45,15,37,3,10,2,24,96,67,93,43,56,5,2
Active,MENDON,VT,U,U,U,U,U,Y,U,Y,Y,3,2,24,69,21,26,73,21,49,6,1,3,36,97,92,99,69,87,13,12
Expired/Cancelled,VERNON HILLS,IL,U,U,U,U,U,Y,U,U,U,3,3,24,74,27,25,69,41,48,36,47,36,58,82,94,98,76,85,17,11
Expired/Cancelled,MINNEAPOLIS,MN,U,Y,U,U,U,Y,U,Y,Y,3,2,24,37,53,48,56,42,16,2,11,11,18,81,68,79,35,90,6,1
Expired/Cancelled,WORCESTER,MA,U,U,U,U,U,Y,U,Y,U,3,3,24,35,11,27,55,49,1,29,21,34,30,52,16,50,22,26,53,49
Expired/Cancelled,GEORGETOWN,TX,U,U,U,U,U,Y,U,Y,Y,3,2,24,20,4,23,54,33,59,28,11,19,10,97,98,91,29,47,28,51
Expired/Cancelled,LAS VEGAS,NV,U,Y,U,U,U,Y,U,Y,Y,3,4,24,73,50,27,3,69,52,30,25,23,99,49,93,72,86,77,15,3
Expired/Cancelled,KETTERING,OH,U,U,U,Y,U,Y,U,U,Y,4,2,24,39,20,43,56,30,48,22,7,12,18,74,84,89,40,65,3,9
Active,CHICAGO,IL,U,U,U,Y,U,Y,U,Y,U,2,4,24,44,53,48,28,41,65,48,47,20,99,54,84,69,75,85,1,1
Active,BEAVERTON,OR,U,Y,U,U,U,Y,U,U,U,3,4,24,12,4,24,53,35,27,13,15,20,99,59,35,58,13,20,19,11
Expired/Cancelled,ATLANTA,GA,U,U,U,U,U,Y,U,Y,U,2,4,24,48,46,84,30,45,27,45,46,56,99,75,62,70,39,40,4,27
Expired/Cancelled,SOUTH PASADENA,CA,U,U,U,U,U,Y,U,Y,U,3,4,24,29,2,25,54,32,20,22,32,33,99,75,30,84,60,63,16,11
Active,CARLSBAD,CA,U,U,U,U,U,Y,U,Y,Y,3,4,24,21,33,24,39,52,44,25,27,31,99,67,72,63,55,51,18,11
Expired/Cancelled,TIMONIUM,MD,U,U,U,U,U,U,U,U,U,4,3,24,83,54,80,79,65,43,37,56,55,81,94,72,97,57,87,15,21
Active,LOUISVILLE,KY,Y,U,U,U,Y,Y,U,U,U,3,3,24,32,20,16,50,30,45,7,14,15,49,89,46,87,48,48,14,12
Expired/Cancelled,FREEHOLD,NJ,U,U,U,U,U,Y,U,Y,Y,3,2,24,11,10,35,56,38,32,21,20,15,60,77,66,81,37,73,36,21
Active,SAN JOSE,CA,U,Y,U,U,U,Y,U,Y,U,3,4,24,31,10,31,43,18,48,1,6,5,99,93,85,87,47,36,6,2
Expired/Cancelled,APTOS,CA,U,U,U,U,U,U,U,U,Y,2,4,24,32,9,23,34,19,37,24,26,24,99,17,57,59,62,56,5,2
Expired/Cancelled,SAN MATEO,CA,U,U,U,U,U,Y,U,U,U,4,4,24,27,7,30,45,15,37,3,10,2,24,96,67,93,43,56,5,2
Expired/Cancelled,SAN JOSE,CA,U,Y,U,U,U,U,U,U,U,2,3,24,33,48,27,54,34,20,21,42,37,99,58,32,67,68,65,19,13
Expired/Cancelled,VERO BEACH,FL,U,Y,U,U,Y,Y,U,Y,U,1,4,24,87,76,48,9,79,61,36,62,31,10,81,94,80,86,98,2,7
Active,SCARBOROUGH,ME,U,U,U,U,U,Y,U,Y,Y,2,3,24,20,3,21,52,9,60,24,9,31,40,94,39,88,32,55,28,45
Expired/Cancelled,SAINT GEORGE,UT,U,U,U,U,U,Y,U,Y,U,2,1,24,26,11,25,21,16,63,23,5,9,99,45,85,72,49,49,16,28
Expired/Cancelled,SAVOY,IL,,,,,,,,,,3,3,24,20,37,15,48,4,61,49,19,31,99,31,33,42,53,49,21,28
Active,KESWICK,VA,U,U,U,Y,U,Y,U,Y,Y,4,4,24,32,26,53,16,58,36,26,30,37,99,88,78,80,69,35,23,15
Expired/Cancelled,BOYNTON BEACH,FL,U,Y,U,U,U,U,U,U,U,3,2,24,74,27,16,83,22,78,5,16,14,22,97,41,98,35,86,23,10
Active,SCOTTSDALE,AZ,U,Y,U,Y,U,Y,U,Y,Y,2,4,24,31,13,15,44,39,78,2,19,14,99,68,43,66,15,11,23,10
Active,MOUNT LAUREL,NJ,Y,U,U,U,Y,Y,U,Y,U,2,3,24,44,84,54,14,69,29,24,58,38,99,51,81,31,34,74,24,25
Active,ALBUQUERQUE,NM,U,Y,U,U,U,Y,U,Y,U,2,4,24,92,73,49,8,84,61,61,77,54,99,38,93,58,87,98,11,1
Active,RENO,NV,U,U,U,U,U,Y,U,Y,Y,2,3,24,96,99,60,8,88,41,35,52,54,99,53,80,36,97,92,19,34
Expired/Cancelled,DERRY,NH,Y,U,Y,Y,Y,Y,U,Y,Y,2,4,24,24,13,28,50,9,39,13,8,29,99,66,39,37,39,15,32,42
Active,SALEM,OR,U,U,U,Y,U,Y,U,Y,U,3,4,24,38,21,23,35,3,16,28,17,34,99,30,41,30,32,54,12,19
Active,GREAT FALLS,MT,U,U,U,U,U,Y,U,Y,Y,3,2,24,32,32,52,31,57,35,28,36,37,99,87,74,80,21,46,24,15
Active,NEWTOWN,PA,,,,,,,,,,3,4,24,36,25,26,21,48,76,38,51,54,99,52,92,78,26,39,23,19
Active,SARASOTA,FL,U,U,U,U,U,Y,U,Y,Y,3,2,24,74,20,16,83,22,78,4,12,14,20,97,50,98,34,86,23,10
Active,FORT MYERS,FL,U,Y,U,U,U,Y,Y,Y,Y,3,4,24,74,20,16,83,22,78,4,12,14,20,97,50,98,34,86,23,10
Expired/Cancelled,HENDERSON,NV,U,U,U,Y,U,Y,U,Y,Y,3,2,24,74,20,16,83,22,78,4,12,14,20,97,50,98,34,86,23,10
Active,HONOLULU,HI,Y,U,U,U,Y,Y,U,Y,U,1,5,24,31,38,25,39,30,18,25,33,37,99,35,71,68,69,59,18,10
Expired/Cancelled,GREENSBORO,NC,U,U,U,U,U,Y,U,U,U,3,3,24,30,13,25,31,30,49,17,11,16,99,60,92,77,66,47,14,5
Expired/Cancelled,PUNTA GORDA,FL,U,Y,U,U,U,Y,U,Y,U,3,2,24,74,20,16,76,22,78,5,12,14,21,96,51,98,54,86,23,10
Expired/Cancelled,HONOLULU,HI,U,U,U,U,U,Y,U,Y,U,2,4,24,33,48,27,54,34,20,21,42,37,99,58,32,67,68,65,19,13
Active,STATESBORO,GA,U,U,U,U,U,U,U,U,U,1,4,24,30,13,25,31,30,49,17,11,16,99,60,92,77,66,47,14,5
Active,MEMPHIS,TN,U,U,U,U,U,U,U,U,U,3,3,24,32,34,52,26,56,36,28,35,38,99,48,73,68,54,46,21,15
Expired/Cancelled,HOUSTON,TX,U,Y,U,U,U,Y,U,Y,Y,3,4,24,35,54,49,21,48,43,3,15,15,99,53,83,39,61,75,7,1
Expired/Cancelled,MIAMI,FL,U,Y,U,U,U,Y,U,Y,Y,4,2,24,71,24,28,84,38,10,27,30,38,81,89,23,94,72,90,53,33
Expired/Cancelled,BELLMORE,NY,U,Y,U,Y,U,Y,U,Y,Y,3,4,24,22,6,29,51,32,20,8,19,20,99,67,35,83,40,65,15,11
Active,SEATTLE,WA,U,U,U,U,U,U,U,U,Y,3,2,24,99,77,49,59,86,68,69,76,55,89,82,96,98,95,99,11,2
Active,DEERFIELD,IL,U,U,U,U,U,U,U,U,Y,2,4,24,11,32,24,32,51,44,19,25,17,99,80,69,78,44,36,24,10
Active,ALEXANDRIA,VA,U,U,U,U,U,Y,U,U,U,2,3,24,92,82,49,28,84,61,63,79,55,70,55,93,74,92,98,12,1
Expired/Cancelled,CORNELIUS,NC,U,Y,U,U,U,U,U,Y,U,2,3,24,15,26,42,13,49,18,15,30,30,99,41,61,66,53,66,13,3
Expired/Cancelled,GAMBRILLS,MD,U,Y,U,U,U,Y,U,Y,Y,2,3,24,37,20,43,53,30,48,22,7,13,35,71,85,87,44,24,3,9
Expired/Cancelled,FREMONT,CA,U,U,U,U,U,Y,U,U,Y,2,4,24,35,50,28,43,20,35,22,22,22,99,36,73,71,70,59,9,3
Expired/Cancelled,WEEHAWKEN,NJ,U,U,U,U,U,U,U,Y,U,2,4,24,44,50,46,20,41,79,47,28,27,99,56,91,74,67,87,9,8
Active,ORADELL,NJ,U,Y,U,U,U,Y,U,Y,U,3,4,24,14,4,25,54,36,22,29,31,34,99,55,55,69,61,57,19,4
Active,LA JOLLA,CA,U,U,U,U,U,Y,U,Y,U,3,4,24,36,25,26,21,48,76,38,51,54,99,52,92,78,26,39,23,19
Expired/Cancelled,GASTONIA,NC,U,U,U,U,U,Y,U,Y,Y,1,4,24,30,13,25,31,30,49,17,11,16,99,60,92,77,66,47,14,5
Expired/Cancelled,ARLINGTON,VA,U,Y,U,U,U,Y,U,Y,U,2,1,24,31,45,38,59,60,14,2,43,34,31,88,23,84,74,71,45,20
Expired/Cancelled,FRISCO,TX,U,U,U,U,U,Y,U,U,U,2,4,24,44,50,46,2,39,66,40,31,27,99,17,88,46,67,87,6,7
Expired/Cancelled,WATERFORD,MI,U,Y,U,U,U,Y,U,U,Y,3,3,24,29,22,25,31,30,49,22,14,17,99,57,94,73,68,44,15,6
Expired/Cancelled,FORT COLLINS,CO,U,U,U,U,U,U,U,U,U,2,4,24,92,77,47,14,79,61,62,76,54,99,41,93,60,80,98,9,5
Active,DANVILLE,CA,U,U,U,U,Y,U,U,U,U,4,4,24,38,4,50,59,15,36,31,25,22,13,95,61,90,46,54,4,2
Expired/Cancelled,DIAMOND BAR,CA,U,U,U,Y,U,Y,U,U,Y,1,3,24,36,57,28,44,24,35,24,29,23,99,32,66,46,41,25,10,3
Active,NAPLES,FL,U,Y,U,U,U,Y,Y,U,Y,4,2,24,75,6,18,88,19,36,15,11,8,20,99,63,99,61,85,8,2
Expired/Cancelled,NAPA,CA,U,U,U,U,U,Y,U,Y,U,2,4,24,29,12,25,31,30,49,21,11,17,99,52,94,77,34,46,14,5
Expired/Cancelled,ROCHESTER,MI,U,U,U,U,U,Y,U,Y,Y,1,4,24,19,30,24,13,22,52,30,24,17,99,12,93,32,68,11,11,2
Active,HOLLAND,MI,U,Y,U,U,U,U,U,U,U,3,3,24,21,22,27,38,31,75,6,1,1,99,63,95,82,21,61,19,22
Active,SCOTTSDALE,AZ,U,U,U,U,U,U,U,U,U,2,4,24,34,24,25,18,41,74,38,46,51,99,25,90,64,60,15,25,20
Expired/Cancelled,PORTSMOUTH,NH,,,,,,,,,,3,3,24,32,23,18,49,34,26,31,21,32,70,50,22,72,64,59,30,31
Active,JEFFERSON HILLS,PA,,,,,,,,,,3,4,24,17,21,3,31,32,74,46,29,24,99,35,72,55,6,30,31,24
Active,HENDERSON,NV,U,U,U,U,U,U,U,U,U,2,4,24,28,11,21,51,3,60,20,2,14,40,94,38,88,33,55,16,28
Active,BRADENTON,FL,U,Y,U,U,U,Y,U,Y,Y,2,4,24,30,13,25,31,30,49,17,11,16,99,60,92,77,66,47,14,5
Active,BELMONT,MI,U,U,U,Y,U,Y,U,Y,U,3,3,24,31,25,64,46,51,47,25,21,31,99,95,83,87,13,43,23,15
Expired/Cancelled,DURHAM,NC,Y,Y,U,U,Y,Y,Y,Y,Y,2,3,24,21,22,27,38,31,75,6,1,1,99,63,95,82,21,61,19,22
Expired/Cancelled,COLORADO SPRINGS,CO,U,U,U,U,U,Y,U,U,U,3,2,24,74,27,16,83,22,78,5,16,14,22,97,41,98,35,86,23,10
Expired/Cancelled,OMAHA,NE,U,U,U,Y,U,Y,U,U,U,3,3,24,24,13,28,50,10,39,17,9,30,99,75,45,59,14,47,30,41
Active,SAN DIEGO,CA,,,,,,,,,,2,4,24,36,29,31,3,64,52,45,46,53,99,40,81,62,81,48,20,12
Active,ARLINGTON,MA,U,U,U,U,U,Y,U,U,U,2,4,24,92,77,47,14,79,61,62,76,54,99,41,93,60,80,98,9,5
Active,SAN CARLOS,CA,U,U,U,U,U,U,U,Y,U,3,4,24,32,8,25,53,17,37,22,21,19,99,52,72,71,28,20,8,2
Expired/Cancelled,MOUNT VERNON,NY,U,U,U,U,U,Y,U,U,Y,3,4,24,23,1,29,56,34,36,11,15,20,24,96,73,94,54,55,15,11
Expired/Cancelled,ADA,MI,U,Y,U,U,U,Y,U,Y,Y,1,3,24,31,6,68,7,13,48,16,22,14,99,57,96,74,41,30,1,1
Expired/Cancelled,TAMPA,FL,,,,,,,,,,2,4,24,44,50,45,17,37,70,32,27,26,99,46,87,55,75,88,10,13
Active,TARPON SPRINGS,FL,U,Y,U,Y,U,Y,U,Y,Y,3,3,24,75,22,16,82,21,43,12,14,14,20,97,20,98,57,86,16,14
Expired/Cancelled,FORT MYERS,FL,U,Y,U,U,U,Y,U,Y,Y,3,3,24,42,20,41,40,43,49,27,28,32,29,59,87,78,61,28,9,7
Active,ROCKVILLE,MD,U,U,U,U,U,Y,U,Y,Y,2,3,24,14,4,25,54,36,22,29,31,34,99,55,55,69,61,57,19,4
Active,ROCKINGHAM,VA,U,U,U,U,U,Y,U,Y,U,3,3,24,28,11,20,45,2,60,16,2,14,83,93,40,88,24,55,13,28
Active,GARDEN CITY,NY,U,U,U,Y,U,Y,U,Y,Y,3,4,24,31,9,31,49,14,48,3,6,6,41,96,88,93,51,39,6,1
Expired/Cancelled,NEW YORK,NY,U,U,U,U,U,Y,U,U,U,2,4,24,37,59,56,40,66,24,62,50,41,99,56,89,73,49,95,14,6
Active,HENDERSON,NV,U,Y,U,U,U,Y,U,Y,U,3,4,24,72,28,30,57,44,74,21,25,22,84,97,94,99,62,84,23,19
Expired/Cancelled,RESEDA,CA,U,Y,Y,Y,Y,Y,Y,Y,Y,2,4,24,31,10,31,43,18,48,3,6,6,99,92,89,87,47,33,6,2
Expired/Cancelled,CORONA DEL MAR,CA,U,U,U,U,U,Y,U,U,Y,4,2,24,75,38,23,70,50,74,48,54,37,52,83,91,98,72,88,29,23
Expired/Cancelled,EAST WINDSOR,NJ,U,U,U,U,U,Y,U,Y,U,4,2,24,37,20,42,48,37,28,20,16,22,40,76,42,83,36,67,20,21
Expired/Cancelled,BROOMFIELD,CO,U,Y,U,U,U,Y,U,Y,U,3,2,24,74,20,16,83,22,78,4,12,14,20,97,50,98,34,86,23,10
